last_name,postnom,first_name,date_of_birth,gender,registration_number,classroom,email,notes
Mulumba,Mukendi,Gloire,2019-12-04,M,MAL-IMPORT-2026-0395,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mbayo,Rebecca,2008-01-05,F,MAL-IMPORT-2026-0396,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Banza,Ilunga,Samuel,2009-02-06,M,MAL-IMPORT-2026-0397,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Kabongo,Merveille,2010-03-07,F,MAL-IMPORT-2026-0398,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mujinga,Mbuyi,Patrick,2011-04-08,M,MAL-IMPORT-2026-0399,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mujinga,Kabasele,Aline,2012-05-09,F,MAL-IMPORT-2026-0400,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mulumba,Mukendi,Joel,2013-06-10,M,MAL-IMPORT-2026-0401,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabongo,Kabasele,Claudia,2014-07-11,F,MAL-IMPORT-2026-0402,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Mbayo,Christian,2015-08-12,M,MAL-IMPORT-2026-0403,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kabasele,Deborah,2016-09-13,F,MAL-IMPORT-2026-0404,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Mwamba,Gloire,2017-10-14,M,MAL-IMPORT-2026-0405,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshibangu,Mujinga,Grace,2018-11-15,F,MAL-IMPORT-2026-0406,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Kazadi,Daniel,2019-12-16,M,MAL-IMPORT-2026-0407,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kambale,Kalonji,Merveille,2008-01-17,F,MAL-IMPORT-2026-0408,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbala,Mputu,Kevin,2009-02-18,M,MAL-IMPORT-2026-0409,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kasongo,Kabasele,Francine,2010-03-19,F,MAL-IMPORT-2026-0410,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lwamba,Mukendi,Cedrick,2011-04-20,M,MAL-IMPORT-2026-0411,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mbala,Ndaya,Rebecca,2012-05-21,F,MAL-IMPORT-2026-0412,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Kabasele,Cedrick,2013-06-22,M,MAL-IMPORT-2026-0413,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Tshibangu,Banza,Chantal,2014-07-23,F,MAL-IMPORT-2026-0414,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kasongo,Kazadi,Joseph,2015-08-24,M,MAL-IMPORT-2026-0415,"5e primaire A",,"Import test dossier eleve MALUNGA"
Nkongolo,Kabongo,Esther,2016-09-25,F,MAL-IMPORT-2026-0416,"5e primaire B",,"Import test dossier eleve MALUNGA"
Banza,Mbuyi,Cedrick,2017-10-26,M,MAL-IMPORT-2026-0417,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mbayo,Sarah,2018-11-27,F,MAL-IMPORT-2026-0418,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mutombo,Kalala,Eric,2019-12-28,M,MAL-IMPORT-2026-0419,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Luboya,Kanku,Sarah,2008-01-01,F,MAL-IMPORT-2026-0420,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kalala,Lukusa,Junior,2009-02-02,M,MAL-IMPORT-2026-0421,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Lukusa,Claudia,2010-03-03,F,MAL-IMPORT-2026-0422,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Kabasele,Jacques,2011-04-04,M,MAL-IMPORT-2026-0423,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mutombo,Mputu,Claudia,2012-05-05,F,MAL-IMPORT-2026-0424,"5e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Banza,Patrick,2013-06-06,M,MAL-IMPORT-2026-0425,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kalonji,Kabasele,Divine,2014-07-07,F,MAL-IMPORT-2026-0426,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kabasele,Isaac,2015-08-08,M,MAL-IMPORT-2026-0427,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kasongo,Kitenge,Chantal,2016-09-09,F,MAL-IMPORT-2026-0428,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Banza,Lukusa,Daniel,2017-10-10,M,MAL-IMPORT-2026-0429,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mbayo,Esther,2018-11-11,F,MAL-IMPORT-2026-0430,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Lwamba,Emmanuel,2019-12-12,M,MAL-IMPORT-2026-0431,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kalala,Kitenge,Esther,2008-01-13,F,MAL-IMPORT-2026-0432,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbala,Lukusa,Fabrice,2009-02-14,M,MAL-IMPORT-2026-0433,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lukusa,Kalonji,Chantal,2010-03-15,F,MAL-IMPORT-2026-0434,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kalala,Cedrick,2011-04-16,M,MAL-IMPORT-2026-0435,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kitenge,Mwamba,Judith,2012-05-17,F,MAL-IMPORT-2026-0436,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mbayo,Lukusa,Moise,2013-06-18,M,MAL-IMPORT-2026-0437,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lwamba,Kalala,Prisca,2014-07-19,F,MAL-IMPORT-2026-0438,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Mbuyi,Michel,2015-08-20,M,MAL-IMPORT-2026-0439,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Kazadi,Merveille,2016-09-21,F,MAL-IMPORT-2026-0440,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabila,Kakudji,Paul,2017-10-22,M,MAL-IMPORT-2026-0441,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabasele,Ilunga,Prisca,2018-11-23,F,MAL-IMPORT-2026-0442,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Nkongolo,Arnaud,2019-12-24,M,MAL-IMPORT-2026-0443,"5e primaire B",,"Import test dossier eleve MALUNGA"
Ilunga,Mbayo,Rebecca,2008-01-25,F,MAL-IMPORT-2026-0444,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kasongo,Ndaya,Arnaud,2009-02-26,M,MAL-IMPORT-2026-0445,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Banza,Mputu,Francine,2010-03-27,F,MAL-IMPORT-2026-0446,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabasele,Ndaya,Joel,2011-04-28,M,MAL-IMPORT-2026-0447,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Mwamba,Naomie,2012-05-01,F,MAL-IMPORT-2026-0448,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Kabongo,Daniel,2013-06-02,M,MAL-IMPORT-2026-0449,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kabasele,Gloria,2014-07-03,F,MAL-IMPORT-2026-0450,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mukendi,Mbuyi,Emmanuel,2015-08-04,M,MAL-IMPORT-2026-0451,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kasongo,Lwamba,Joelle,2016-09-05,F,MAL-IMPORT-2026-0452,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mputu,Ndaya,Jacques,2017-10-06,M,MAL-IMPORT-2026-0453,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Lukusa,Patricia,2018-11-07,F,MAL-IMPORT-2026-0454,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mujinga,Mputu,Samuel,2019-12-08,M,MAL-IMPORT-2026-0455,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalala,Kabasele,Christelle,2008-01-09,F,MAL-IMPORT-2026-0456,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Kakudji,Emmanuel,2009-02-10,M,MAL-IMPORT-2026-0457,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Nkongolo,Marie,2010-03-11,F,MAL-IMPORT-2026-0458,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Mujinga,Junior,2011-04-12,M,MAL-IMPORT-2026-0459,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mushagalusa,Ilunga,Cynthia,2012-05-13,F,MAL-IMPORT-2026-0460,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Kazadi,Kevin,2013-06-14,M,MAL-IMPORT-2026-0461,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mukendi,Mputu,Grace,2014-07-15,F,MAL-IMPORT-2026-0462,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Lwamba,Joel,2015-08-16,M,MAL-IMPORT-2026-0463,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshibangu,Banza,Patricia,2016-09-17,F,MAL-IMPORT-2026-0464,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Nkongolo,Banza,Christian,2017-10-18,M,MAL-IMPORT-2026-0465,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Kitenge,Judith,2018-11-19,F,MAL-IMPORT-2026-0466,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbala,Ndaya,Junior,2019-12-20,M,MAL-IMPORT-2026-0467,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Kalonji,Rebecca,2008-01-21,F,MAL-IMPORT-2026-0468,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kalonji,Mukendi,Jacques,2009-02-22,M,MAL-IMPORT-2026-0469,"5e primaire A",,"Import test dossier eleve MALUNGA"
Tshomba,Mwamba,Anita,2010-03-23,F,MAL-IMPORT-2026-0470,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mukendi,Kalala,David,2011-04-24,M,MAL-IMPORT-2026-0471,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mujinga,Kazadi,Naomie,2012-05-25,F,MAL-IMPORT-2026-0472,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Luboya,Lwamba,Paul,2013-06-26,M,MAL-IMPORT-2026-0473,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Luboya,Kalonji,Aline,2014-07-27,F,MAL-IMPORT-2026-0474,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kalala,Kazadi,Emmanuel,2015-08-28,M,MAL-IMPORT-2026-0475,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Ndaya,Esther,2016-09-01,F,MAL-IMPORT-2026-0476,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Mbayo,Isaac,2017-10-02,M,MAL-IMPORT-2026-0477,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabasele,Mbuyi,Judith,2018-11-03,F,MAL-IMPORT-2026-0478,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kazadi,Kabongo,Kevin,2019-12-04,M,MAL-IMPORT-2026-0479,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kalala,Kakudji,Grace,2008-01-05,F,MAL-IMPORT-2026-0480,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Lukusa,Moise,2009-02-06,M,MAL-IMPORT-2026-0481,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Lwamba,Mwamba,Prisca,2010-03-07,F,MAL-IMPORT-2026-0482,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kanku,Mbuyi,Samuel,2011-04-08,M,MAL-IMPORT-2026-0483,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Ndaya,Benedicte,2012-05-09,F,MAL-IMPORT-2026-0484,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Nkongolo,Emmanuel,2013-06-10,M,MAL-IMPORT-2026-0485,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Lwamba,Esther,2014-07-11,F,MAL-IMPORT-2026-0486,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabila,Lukusa,Arnaud,2015-08-12,M,MAL-IMPORT-2026-0487,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kakudji,Kabongo,Benedicte,2016-09-13,F,MAL-IMPORT-2026-0488,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbayo,Lukusa,David,2017-10-14,M,MAL-IMPORT-2026-0489,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kitenge,Lukusa,Divine,2018-11-15,F,MAL-IMPORT-2026-0490,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mujinga,Jacques,2019-12-16,M,MAL-IMPORT-2026-0491,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mujinga,Lwamba,Naomie,2008-01-17,F,MAL-IMPORT-2026-0492,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Kakudji,Gloire,2009-02-18,M,MAL-IMPORT-2026-0493,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Kalala,Judith,2010-03-19,F,MAL-IMPORT-2026-0494,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Mbuyi,Cedrick,2011-04-20,M,MAL-IMPORT-2026-0495,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mujinga,Lwamba,Clarisse,2012-05-21,F,MAL-IMPORT-2026-0496,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mputu,Ndaya,Daniel,2013-06-22,M,MAL-IMPORT-2026-0497,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mputu,Banza,Christelle,2014-07-23,F,MAL-IMPORT-2026-0498,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mutombo,Kazadi,Fabrice,2015-08-24,M,MAL-IMPORT-2026-0499,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshomba,Kakudji,Naomie,2016-09-25,F,MAL-IMPORT-2026-0500,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kazadi,Mbayo,Gloire,2017-10-26,M,MAL-IMPORT-2026-0501,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mwamba,Noella,2018-11-27,F,MAL-IMPORT-2026-0502,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mukendi,Prince,2019-12-28,M,MAL-IMPORT-2026-0503,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kanku,Ndaya,Claudia,2008-01-01,F,MAL-IMPORT-2026-0504,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbuyi,Kabongo,Isaac,2009-02-02,M,MAL-IMPORT-2026-0505,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Kakudji,Divine,2010-03-03,F,MAL-IMPORT-2026-0506,"5e primaire B",,"Import test dossier eleve MALUNGA"
Banza,Mujinga,Isaac,2011-04-04,M,MAL-IMPORT-2026-0507,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kazadi,Kalala,Merveille,2012-05-05,F,MAL-IMPORT-2026-0508,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mwamba,Jonathan,2013-06-06,M,MAL-IMPORT-2026-0509,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalala,Ndaya,Benedicte,2014-07-07,F,MAL-IMPORT-2026-0510,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kabongo,Albert,2015-08-08,M,MAL-IMPORT-2026-0511,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Ilunga,Sarah,2016-09-09,F,MAL-IMPORT-2026-0512,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Lukusa,Prince,2017-10-10,M,MAL-IMPORT-2026-0513,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kambale,Ndaya,Aline,2018-11-11,F,MAL-IMPORT-2026-0514,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mutombo,Ndaya,Jonathan,2019-12-12,M,MAL-IMPORT-2026-0515,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kitenge,Mukendi,Rebecca,2008-01-13,F,MAL-IMPORT-2026-0516,"3e primaire A",,"Import test dossier eleve MALUNGA"
Banza,Lukusa,Michel,2009-02-14,M,MAL-IMPORT-2026-0517,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabongo,Mputu,Benedicte,2010-03-15,F,MAL-IMPORT-2026-0518,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Ilunga,Kalala,Joseph,2011-04-16,M,MAL-IMPORT-2026-0519,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Kalonji,Anita,2012-05-17,F,MAL-IMPORT-2026-0520,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kalala,Arnaud,2013-06-18,M,MAL-IMPORT-2026-0521,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Mukendi,Aline,2014-07-19,F,MAL-IMPORT-2026-0522,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mwamba,Kabasele,Isaac,2015-08-20,M,MAL-IMPORT-2026-0523,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kazadi,Kabasele,Sarah,2016-09-21,F,MAL-IMPORT-2026-0524,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kazadi,Mujinga,Samuel,2017-10-22,M,MAL-IMPORT-2026-0525,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Kalala,Marie,2018-11-23,F,MAL-IMPORT-2026-0526,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mulumba,Ndaya,Emmanuel,2019-12-24,M,MAL-IMPORT-2026-0527,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabasele,Nkongolo,Merveille,2008-01-25,F,MAL-IMPORT-2026-0528,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kalonji,Kitenge,Jean,2009-02-26,M,MAL-IMPORT-2026-0529,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kitenge,Sarah,2010-03-27,F,MAL-IMPORT-2026-0530,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Ndaya,Cedrick,2011-04-28,M,MAL-IMPORT-2026-0531,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Nkongolo,Kalonji,Judith,2012-05-01,F,MAL-IMPORT-2026-0532,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Kanku,Moise,2013-06-02,M,MAL-IMPORT-2026-0533,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabongo,Ndaya,Noella,2014-07-03,F,MAL-IMPORT-2026-0534,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Mwamba,Joel,2015-08-04,M,MAL-IMPORT-2026-0535,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mwamba,Kalonji,Francine,2016-09-05,F,MAL-IMPORT-2026-0536,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mbayo,Mwamba,Kevin,2017-10-06,M,MAL-IMPORT-2026-0537,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Kabasele,Anita,2018-11-07,F,MAL-IMPORT-2026-0538,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Mujinga,Isaac,2019-12-08,M,MAL-IMPORT-2026-0539,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kambale,Mbayo,Marie,2008-01-09,F,MAL-IMPORT-2026-0540,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Ndaya,Kabasele,Joel,2009-02-10,M,MAL-IMPORT-2026-0541,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Mbayo,Sarah,2010-03-11,F,MAL-IMPORT-2026-0542,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kambale,Nkongolo,Gloire,2011-04-12,M,MAL-IMPORT-2026-0543,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mulumba,Kitenge,Clarisse,2012-05-13,F,MAL-IMPORT-2026-0544,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mukendi,Fabrice,2013-06-14,M,MAL-IMPORT-2026-0545,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lwamba,Ilunga,Ruth,2014-07-15,F,MAL-IMPORT-2026-0546,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Mputu,Samuel,2015-08-16,M,MAL-IMPORT-2026-0547,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mputu,Anita,2016-09-17,F,MAL-IMPORT-2026-0548,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kambale,Mputu,Jonathan,2017-10-18,M,MAL-IMPORT-2026-0549,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kasongo,Kalala,Rebecca,2018-11-19,F,MAL-IMPORT-2026-0550,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Mukendi,Blaise,2019-12-20,M,MAL-IMPORT-2026-0551,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kalala,Mputu,Esther,2008-01-21,F,MAL-IMPORT-2026-0552,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Nkongolo,Prince,2009-02-22,M,MAL-IMPORT-2026-0553,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshibangu,Kakudji,Claudia,2010-03-23,F,MAL-IMPORT-2026-0554,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lukusa,Nkongolo,Blaise,2011-04-24,M,MAL-IMPORT-2026-0555,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Ndaya,Clarisse,2012-05-25,F,MAL-IMPORT-2026-0556,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Mujinga,Jean,2013-06-26,M,MAL-IMPORT-2026-0557,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Ndaya,Rebecca,2014-07-27,F,MAL-IMPORT-2026-0558,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kazadi,Ilunga,Gloire,2015-08-28,M,MAL-IMPORT-2026-0559,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mputu,Nkongolo,Gloria,2016-09-01,F,MAL-IMPORT-2026-0560,"5e primaire B",,"Import test dossier eleve MALUNGA"
Tshibangu,Lukusa,Junior,2017-10-02,M,MAL-IMPORT-2026-0561,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Kakudji,Judith,2018-11-03,F,MAL-IMPORT-2026-0562,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kasongo,Kalala,Jonathan,2019-12-04,M,MAL-IMPORT-2026-0563,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kanku,Mbayo,Deborah,2008-01-05,F,MAL-IMPORT-2026-0564,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Tshibangu,Banza,Michel,2009-02-06,M,MAL-IMPORT-2026-0565,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mwamba,Claudia,2010-03-07,F,MAL-IMPORT-2026-0566,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Banza,Kevin,2011-04-08,M,MAL-IMPORT-2026-0567,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kakudji,Ilunga,Christelle,2012-05-09,F,MAL-IMPORT-2026-0568,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lwamba,Mukendi,Christian,2013-06-10,M,MAL-IMPORT-2026-0569,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kitenge,Lukusa,Grace,2014-07-11,F,MAL-IMPORT-2026-0570,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mputu,Kabongo,Gloire,2015-08-12,M,MAL-IMPORT-2026-0571,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabongo,Kalala,Chantal,2016-09-13,F,MAL-IMPORT-2026-0572,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabongo,Kalala,Paul,2017-10-14,M,MAL-IMPORT-2026-0573,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Kazadi,Cynthia,2018-11-15,F,MAL-IMPORT-2026-0574,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Mbayo,Christian,2019-12-16,M,MAL-IMPORT-2026-0575,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Mwamba,Prisca,2008-01-17,F,MAL-IMPORT-2026-0576,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Lwamba,Kakudji,Jonathan,2009-02-18,M,MAL-IMPORT-2026-0577,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mujinga,Mbayo,Joelle,2010-03-19,F,MAL-IMPORT-2026-0578,"5e primaire B",,"Import test dossier eleve MALUNGA"
Luboya,Kabongo,Fabrice,2011-04-20,M,MAL-IMPORT-2026-0579,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Kanku,Grace,2012-05-21,F,MAL-IMPORT-2026-0580,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kitenge,Kanku,Prince,2013-06-22,M,MAL-IMPORT-2026-0581,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mutombo,Kalala,Joelle,2014-07-23,F,MAL-IMPORT-2026-0582,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Mbayo,Albert,2015-08-24,M,MAL-IMPORT-2026-0583,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbala,Kakudji,Chantal,2016-09-25,F,MAL-IMPORT-2026-0584,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Mwamba,Christian,2017-10-26,M,MAL-IMPORT-2026-0585,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Lukusa,Nkongolo,Ruth,2018-11-27,F,MAL-IMPORT-2026-0586,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kitenge,Mputu,Albert,2019-12-28,M,MAL-IMPORT-2026-0587,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kalonji,Lukusa,Patricia,2008-01-01,F,MAL-IMPORT-2026-0588,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalala,Kakudji,Jean,2009-02-02,M,MAL-IMPORT-2026-0589,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshibangu,Banza,Patricia,2010-03-03,F,MAL-IMPORT-2026-0590,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kakudji,Nkongolo,Jean,2011-04-04,M,MAL-IMPORT-2026-0591,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
